# Catalog for all galaxies that now have refined redshifts. See paper/code for sample selection. 
# pearsid field ra dec old_z new_z new_z_err source dn4000 dn4000_err d4000 d4000_err old_chi2 new_chi2
47115 GOODS-N 189.123579 62.200005 1.1059 1.3904 0.0000 3DHST -inf nan -256188356986320186823168126995422842481781849514282788984734422257233642352430811927606158968977011307970560.0000 0.0000 nan nan
47126 GOODS-N 189.143115 62.197997 0.9328 1.4030 0.0000 3DHST 57446799256148967883965496033280.0000 0.0000 55544771777756261553442366947328.0000 0.0000 nan nan
47355 GOODS-N 189.154232 62.199884 0.8037 0.7232 0.0073 3DHST 1.1461 0.1027 1.3211 0.0529 304.4046 127.7035
47561 GOODS-N 189.245803 62.202469 0.9152 0.9674 0.0111 3DHST 1.5439 0.1426 1.6035 0.0695 137.7262 95.5627
47814 GOODS-N 189.239500 62.202938 0.6875 0.6763 0.0060 3DHST 1.2901 0.0988 1.6447 0.0556 184.5612 173.9757
48189 GOODS-N 189.166745 62.202052 0.9911 0.9929 0.0072 3DHST 1.3423 0.1077 1.6474 0.0652 107.7967 95.9023
48650 GOODS-N 189.209032 62.204725 0.9258 0.9258 0.0129 3DHST 1.5375 0.1557 1.6743 0.0774 106.9808 106.9808
49779 GOODS-N 189.164335 62.203273 0.9672 1.4006 0.0000 3DHST -268828325859632271686433728066597113721072507476613559837791676973155063821334702451091349541195232452232384460912789614153216494141440.0000 nan -150002192109046296210696245364808517112472579654811478878801607003942145909866151820424561801083377293302074052074202069382671783304793222813172612265848983182249293914050226889400624217943930024141192235530007611404143472034729619480695667819049808283035500544.0000 inf 0.0000 0.0000
50196 GOODS-N 189.242933 62.203942 0.9772 0.9641 0.0075 3DHST 1.2407 0.1736 1.2442 0.0821 96.1992 91.6359
50422 GOODS-N 189.181790 62.205071 0.7455 0.6676 0.0101 3DHST 0.9454 0.1127 1.3406 0.0825 257.8491 99.6907
50439 GOODS-N 189.172884 62.204168 1.0654 1.3896 0.0000 3DHST inf nan 0.0000 nan 49.0983 49.0983
50799 GOODS-N 189.236018 62.205595 0.9324 0.9324 0.0072 3DHST 1.4153 0.1570 1.7645 0.0950 88.9549 88.9549
51003 GOODS-N 189.204441 62.205905 0.9422 0.9041 0.0129 3DHST 1.1528 0.0992 1.2756 0.0556 310.3041 265.7901
51587 GOODS-N 189.244353 62.206047 0.6892 1.4019 0.0000 3DHST 0.0000 nan 0.0000 nan 0.0000 0.0000
51609 GOODS-N 189.124760 62.206701 0.9534 1.3934 0.0000 3DHST 0.4424 0.2100 -2615690013264442104494142429009541172948155987365441689558579039270180868468936657755065482385732573167341556284697685012992276406903309031154011482312610279072943453953158803452993815456417006935501485656374563468094734336.0000 inf 6347.7807 6347.7807
51648 GOODS-N 189.134688 62.207838 0.9060 1.3896 0.0000 3DHST 398927283968198545168024993792.0000 nan 398927283968198545168024993792.0000 nan 385145138191652219801425596600464621471542150934194393339844533790196628233105164233908578040692770750830025988909035798280102222285400979732129938279044662535783949947504643674479832008068304411746097575644317035266048.0000 385145138191652219801425596600464621471542150934194393339844533790196628233105164233908578040692770750830025988909035798280102222285400979732129938279044662535783949947504643674479832008068304411746097575644317035266048.0000
52017 GOODS-N 189.155800 62.208237 1.0064 1.0272 0.0134 3DHST 1.2704 0.1278 1.4530 0.0737 131.8581 104.1261
52288 GOODS-N 189.136231 62.208288 0.9050 1.3890 0.0000 3DHST 0.5530 nan 656854029806086938584426006508668128657691460495173075193766940127529489956435202264580768470786014906869758799966979715759083195183913136852010701764413399013544275205447357596130123045748072442207505192218771165542289833346398950893647013164505848988372724197067207617824673220169142424264003085664256.0000 inf 25650765262099508033051926642953289728.0000 25650765262099508033051926642953289728.0000
52440 GOODS-N 189.143881 62.211395 1.2094 1.1519 0.0237 3DHST 1.3807 0.1614 1.4115 0.0856 136.5575 114.7480
52460 GOODS-N 189.231522 62.212656 0.8129 0.7431 0.0077 3DHST 1.1987 0.1292 1.4055 0.0630 229.4712 124.6560
52998 GOODS-N 189.151611 62.210383 0.8819 0.9499 0.0342 3DHST 1.3168 0.1200 1.5607 0.0800 210.6029 115.5355
53471 GOODS-N 189.179822 62.211731 0.8341 0.8466 0.0061 3DHST 1.4622 0.1221 1.7504 0.0636 165.8009 114.9267
53563 GOODS-N 189.192230 62.212921 0.8729 0.8797 0.0090 3DHST 1.3018 0.1085 1.6095 0.0729 99.6636 93.6389
53708 GOODS-N 189.209434 62.212731 0.6887 0.6774 0.0063 3DHST 1.3409 0.1101 1.7800 0.0707 137.1596 123.7628
54282 GOODS-N 189.131823 62.212030 0.9909 1.3924 0.0000 3DHST -inf nan -inf nan nan nan
54405 GOODS-N 189.166361 62.213902 0.8166 0.7810 0.0109 3DHST 0.9595 0.0741 1.4343 0.0532 121.0942 88.1295
54598 GOODS-N 189.224556 62.215020 0.6631 0.6198 0.0069 3DHST 1.2158 0.0844 1.3991 0.0470 170.2729 117.7032
55392 GOODS-N 189.176715 62.214535 1.1578 1.1436 0.0201 3DHST 1.1723 0.2138 1.1921 0.1072 141.1502 140.1691
55923 GOODS-N 189.113842 62.216061 1.1659 1.1516 0.0089 3DHST 1.1073 0.1028 1.1396 0.0518 346.3521 325.5635
56019 GOODS-N 189.161955 62.215944 1.1568 1.1007 0.0171 3DHST 1.1344 0.1344 1.2816 0.0715 171.3872 146.3284
56233 GOODS-N 189.237149 62.217128 1.2254 1.1535 0.0198 3DHST 1.0542 0.1632 1.5727 0.1251 106.8777 80.1350
57792 GOODS-N 189.231038 62.219798 0.9315 0.9490 0.0162 3DHST 1.3628 0.1273 1.5430 0.0741 128.9399 110.8419
58084 GOODS-N 189.229795 62.217689 0.9918 1.3928 0.0000 3DHST nan nan 0.0000 nan 937.8761 937.8761
58703 GOODS-N 189.139962 62.222202 0.9111 0.7915 0.0241 3DHST 1.1833 0.0732 1.2014 0.0385 670.0015 216.8363
59024 GOODS-N 189.143125 62.220131 0.8294 0.7257 0.0092 3DHST 1.2541 0.1511 1.6324 0.1071 283.3438 170.6902
59375 GOODS-N 189.171367 62.220700 1.0089 1.0089 0.0106 3DHST 1.1906 0.1177 1.2847 0.0659 180.3517 180.3517
59723 GOODS-N 189.210291 62.221156 0.8321 1.3926 0.0000 3DHST -0.0000 nan -0.0000 nan 0.0000 0.0000
59863 GOODS-N 189.203237 62.221803 0.8033 1.3985 0.0000 3DHST 1.0412 0.2370 1.1267 0.1183 13802.5451 13802.5451
60092 GOODS-N 189.151200 62.222202 0.7089 0.5821 0.0198 3DHST 1.1633 0.1774 1.6391 0.1298 237.8790 83.3127
60103 GOODS-N 189.206064 62.221296 1.1866 1.1866 0.0148 3DHST 1.1650 0.2708 1.3865 0.1549 85.2990 85.2990
60675 GOODS-N 189.176570 62.222037 0.8232 1.3876 0.0000 3DHST -0.0000 nan 0.0000 nan 554562110661283615009595361519455961088.0000 554562110661283615009595361519455961088.0000
61065 GOODS-N 189.175163 62.222600 0.8687 1.3907 0.0000 3DHST -inf nan 0.0000 nan nan nan
61291 GOODS-N 189.162352 62.224831 0.9906 1.3921 0.0000 3DHST -38037206328065156583588683097696700381634062085486928382134433169943065097601066118486711373612719358523873359171934216653147436120906509283620769804036541698655953750640678065018697799732297822501594007439018220965917391544144042938272317440.0000 inf -8793109651694453477227893292599854076244936300779487293599090980683495601890438063664559261141185706531849686156059265818484800057258389074651921114553876854297010683652901121049687206089153946673875497812151100124864819835266100329709568.0000 inf 22572807675515839428538154442364912895564709627287919284102818356610377305463876412725094208384700011689273203247656052918103655030184165430725295125768815213092276851558313436783639596004271813689484134015385468928.0000 22572807675515839428538154442364912895564709627287919284102818356610377305463876412725094208384700011689273203247656052918103655030184165430725295125768815213092276851558313436783639596004271813689484134015385468928.0000
61746 GOODS-N 189.202411 62.224541 0.9505 0.8059 0.0729 3DHST 1.0302 0.1682 1.1500 0.0939 160.5573 128.9813
62107 GOODS-N 189.160379 62.227500 0.9963 1.3950 0.0000 3DHST 0.0000 nan 0.0000 nan 142227787316137836800497121587270197250663502719413421162240230626314193917543263769665641932941494475237761811011608091815759638701878240648094888232377056464883687765457401158848706434351765579936352775489596115801463275395437559808.0000 142227787316137836800497121587270197250663502719413421162240230626314193917543263769665641932941494475237761811011608091815759638701878240648094888232377056464883687765457401158848706434351765579936352775489596115801463275395437559808.0000
62118 GOODS-N 189.152115 62.228026 0.6437 1.3991 0.0000 3DHST inf inf inf inf 0.0000 0.0000
62388 GOODS-N 189.197674 62.225022 0.9350 1.4040 0.0000 3DHST -0.0000 nan 818842166365103.6250 nan nan nan
62719 GOODS-N 189.216541 62.225615 0.9726 0.9726 0.0302 3DHST 1.1657 0.1439 1.3623 0.0859 130.0790 130.0790
63227 GOODS-N 189.153547 62.229405 0.9118 1.3926 0.0000 3DHST -0.0000 nan 0.0000 nan 0.0000 0.0000
63526 GOODS-N 189.171079 62.227721 0.8683 1.3905 0.0000 3DHST -inf inf -0.0000 2310575843439238779795055176745846195034314585128273350120200081305657232243971496052502572303627174543360.0000 0.0000 0.0000
64523 GOODS-N 189.179820 62.229866 1.2106 1.1960 0.0157 3DHST 1.1579 0.1786 1.2481 0.1085 131.5363 128.5142
65022 GOODS-N 189.231330 62.231529 1.1334 1.1053 0.0147 3DHST 1.1586 0.1495 1.2625 0.0771 162.9770 154.2991
65404 GOODS-N 189.193118 62.234639 1.0070 1.0417 0.0116 3DHST 1.1393 0.0748 1.3379 0.0429 698.6093 619.8003
66753 GOODS-N 189.206239 62.235220 0.7213 0.7099 0.0080 3DHST 1.5655 0.1206 1.5865 0.0636 97.0956 92.8631
69764 GOODS-N 189.193349 62.238438 0.7500 1.3912 0.0000 3DHST 9.4773 nan 18.8723 nan nan nan
69850 GOODS-N 189.209772 62.238518 0.8832 1.3982 0.0000 3DHST -0.0000 nan -0.0000 nan 2604705602808861286918908326863944894544022178619760098294051411524188096805730839693577429083921015416474498776530459700734816394488790638627301851428881364149834997727904464457989777365027376415713001472.0000 2604705602808861286918908326863944894544022178619760098294051411524188096805730839693577429083921015416474498776530459700734816394488790638627301851428881364149834997727904464457989777365027376415713001472.0000
70787 GOODS-N 189.245169 62.243034 0.8286 0.7359 0.0128 3DHST 1.1410 0.0629 1.3000 0.0401 448.4951 131.0931
70857 GOODS-N 189.116152 62.246957 0.7193 1.3960 0.0000 3DHST 0.0000 nan 3550711.9848 nan 0.0000 0.0000
72201 GOODS-N 189.143711 62.242777 0.8345 0.7304 0.0102 3DHST 1.2383 0.1413 1.4169 0.0735 311.4384 115.4619
72684 GOODS-N 189.190696 62.245107 1.1978 1.3960 0.0000 3DHST 13444074798331840705039686566841684066304.0000 nan 6722623221194553712468101404757531295744.0000 nan 1635509672850779654978580905272759226560666529499880909140886844406435433169476187285640774722009650080869362213788739515812200797774655319257313504092895985154726007409941464864222111537078626969969708005051180247462164037632.0000 1635509672850779654978580905272759226560666529499880909140886844406435433169476187285640774722009650080869362213788739515812200797774655319257313504092895985154726007409941464864222111537078626969969708005051180247462164037632.0000
72800 GOODS-N 189.195373 62.246516 0.6540 0.7083 0.0077 3DHST 0.9771 0.0553 1.2442 0.0359 347.3060 178.1061
72986 GOODS-N 189.173811 62.243790 0.9333 1.4033 0.0000 3DHST 0.0000 nan 1.1877 nan nan nan
73058 GOODS-N 189.124581 62.244721 0.7603 0.7603 0.0203 3DHST 1.4070 0.1340 1.3917 0.0637 87.2339 87.2339
73756 GOODS-N 189.249760 62.247162 0.7817 1.3869 0.0000 3DHST inf nan 0.5656 nan nan nan
74641 GOODS-N 189.174731 62.249069 0.8502 0.8258 0.0103 3DHST 1.2396 0.1369 1.4147 0.0893 107.6314 102.2852
74987 GOODS-N 189.240780 62.248600 0.8299 0.8320 0.0082 3DHST 1.2181 0.1053 1.5889 0.0712 73.4688 71.1357
75267 GOODS-N 189.220894 62.252423 0.8673 0.9420 0.0089 3DHST 1.5014 0.1296 1.7497 0.0753 429.0660 239.7460
75367 GOODS-N 189.208552 62.248338 0.9049 1.3892 0.0000 3DHST -574068237294494785891841780867075831592456969991667067796075585550752371821017037789490369707732818322294236974572889919996980663448372025013420318087930986126602384050886686823659111186432.0000 inf 927471986089990550182313156471222117332376101522122605945233135398660603904.0000 nan 10411896411467957960946891950711515221324940791135895934140851252062236871729758211731193558308708837925492449760426471983452551390102864357210566415434192407159163771029813198848.0000 10411896411467957960946891950711515221324940791135895934140851252062236871729758211731193558308708837925492449760426471983452551390102864357210566415434192407159163771029813198848.0000
75653 GOODS-N 189.160583 62.248679 0.8347 1.3939 0.0000 3DHST 1.0292 nan 1.1255 nan 0.0000 0.0000
75659 GOODS-N 189.186664 62.248714 0.9243 0.8503 0.0126 3DHST 0.9376 0.1185 1.4610 0.0860 268.5313 182.2461
75762 GOODS-N 189.112734 62.252615 0.8046 0.8046 0.0051 3DHST 1.4222 0.1075 1.7601 0.0565 109.1437 109.1437
76098 GOODS-N 189.201368 62.252073 0.8627 0.9533 0.0089 3DHST 1.4786 0.1008 1.8585 0.0700 636.6070 166.0106
76554 GOODS-N 189.117165 62.251929 0.6652 1.3882 0.0000 3DHST nan nan nan nan 0.0000 0.0000
76778 GOODS-N 189.170511 62.251326 0.8357 1.3944 0.0000 3DHST nan nan nan nan 40.4517 40.4517
76889 GOODS-N 189.169652 62.251295 0.9375 1.4054 0.0000 3DHST -inf inf -0.0000 2635715562036047421389668389074187859260456156347996844422217408507770140113262822200925067071788108742656.0000 0.0000 0.0000
76917 GOODS-N 189.181488 62.251585 0.9336 1.4034 0.0000 3DHST 1.0025 0.0487 1.6160 0.0340 3276834385825879741324750610859010734356470356028692706384514904766488324386555166720.0000 3276834385825879741324750610859010734356470356028692706384514904766488324386555166720.0000
77103 GOODS-N 189.258085 62.252898 0.9390 0.9400 0.0118 3DHST 1.1416 0.0872 1.1668 0.0475 331.5900 330.6781
77314 GOODS-N 189.133708 62.251715 0.8001 1.3968 0.0000 3DHST 0.2574 nan -0.0000 0.0000 44518113385653384692964421155370287580282115047314568973724634934195296453402579313991849642102025961340928.0000 44518113385653384692964421155370287580282115047314568973724634934195296453402579313991849642102025961340928.0000
77333 GOODS-N 189.161711 62.252923 1.0090 1.4010 0.0000 3DHST 0.0000 nan -0.0000 nan 5857367488565176436490916087303713571292088232428475692544990576799844815799608689722300793499699074426666489507110531002381664375796268097345571080043191436964279260332428820413098504959922873524309012764882982928384.0000 5857367488565176436490916087303713571292088232428475692544990576799844815799608689722300793499699074426666489507110531002381664375796268097345571080043191436964279260332428820413098504959922873524309012764882982928384.0000
77555 GOODS-N 189.135301 62.253679 0.6575 0.6988 0.0083 3DHST 1.2109 0.0987 1.3656 0.0543 205.7368 163.2701
77715 GOODS-N 189.192615 62.257590 0.9805 1.1459 0.0155 3DHST 1.0973 0.0933 1.2575 0.0539 612.1803 248.4104
77927 GOODS-N 189.237947 62.253144 0.8346 1.3940 0.0000 3DHST 0.9950 0.2535 1.2332 0.1357 11352.6012 11352.6012
78475 GOODS-N 189.149125 62.253905 0.8184 1.4063 0.0000 3DHST 123707913604710364561987974676463486851223216910868274509044807578419200.0000 inf 123707913604710364561987974676463486851223216910868274509044807578419200.0000 inf 16659337393895732469319816226272290691692508235526796198299175615814816806047866905614077116653583303061407479068165875257696534513602435311743124382080896767447793947081905411232355496847080703472854099461846957344249567026685386134343904180029095936.0000 16659337393895732469319816226272290691692508235526796198299175615814816806047866905614077116653583303061407479068165875257696534513602435311743124382080896767447793947081905411232355496847080703472854099461846957344249567026685386134343904180029095936.0000
79185 GOODS-N 189.165655 62.263279 0.8522 0.8398 0.0065 3DHST 1.4677 0.1161 1.7013 0.0728 223.2680 205.7610
79426 GOODS-N 189.217982 62.260341 0.9434 0.9434 0.0093 3DHST 1.1487 0.1165 1.6004 0.0707 137.2518 137.2518
79587 GOODS-N 189.310322 62.258285 0.8516 0.8562 0.0070 3DHST 1.4842 0.1249 1.8568 0.0881 93.1279 89.8015
79928 GOODS-N 189.181350 62.258988 0.8835 0.6915 0.0588 3DHST 1.0683 0.1290 1.4546 0.0902 546.0922 87.1299
80372 GOODS-N 189.282201 62.257136 1.1721 1.2214 0.0062 3DHST 1.3235 0.1137 1.6834 0.0797 1043.7606 855.7131
80411 GOODS-N 189.193273 62.258074 0.8377 0.8377 0.0047 3DHST 1.5024 0.1445 1.5214 0.0736 103.3818 103.3818
81336 GOODS-N 189.343186 62.262050 0.9291 1.4012 0.0000 3DHST 13978054864928864129167771518747784564523500401691587654042278497917011989776790793605690595238620923799258087292928.0000 nan -inf inf 0.0000 0.0000
81749 GOODS-N 189.175851 62.262638 0.8548 0.9086 0.0278 3DHST 1.2038 0.0990 1.3906 0.0506 200.5067 140.2878
82141 GOODS-N 189.195261 62.261281 0.9469 0.9340 0.0110 3DHST 1.4300 0.1406 1.4762 0.0652 209.4982 205.0876
82267 GOODS-N 189.207799 62.261628 0.9235 0.9319 0.0220 3DHST 0.9960 0.1145 1.5840 0.0894 95.8691 95.0021
82737 GOODS-N 189.157839 62.261142 1.0034 0.6974 0.0051 3DHST 1.4624 0.2085 1.4089 0.1092 1523.6043 757.0623
82816 GOODS-N 189.338070 62.262313 0.7719 1.4031 0.0000 3DHST 1.2402 0.1944 0.9493 0.0839 19547.5875 19547.5875
82986 GOODS-N 189.302899 62.262840 0.9290 0.8910 0.0096 3DHST 1.1027 0.0738 1.0876 0.0384 564.7387 496.6970
83106 GOODS-N 189.145509 62.263566 0.8909 0.8538 0.0217 3DHST 1.2230 0.1098 1.2469 0.0594 138.4287 127.0301
83237 GOODS-N 189.161676 62.263124 0.9463 0.8835 0.0070 3DHST 1.4521 0.1190 1.4422 0.0539 462.6284 237.1321
83499 GOODS-N 189.197312 62.274485 0.8567 0.8712 0.0080 3DHST 1.3690 0.0867 1.5118 0.0493 203.5332 170.0366
83503 GOODS-N 189.202551 62.264620 0.8603 0.8480 0.0074 3DHST 1.3132 0.0825 1.5612 0.0532 120.0161 107.1726
84259 GOODS-N 189.131874 62.267803 0.8288 0.7037 0.0244 3DHST 1.2097 0.0659 1.5389 0.0441 1023.4446 90.8054
84520 GOODS-N 189.159206 62.268062 0.8784 0.8784 0.0073 3DHST 1.4118 0.1358 1.8102 0.0866 111.1769 111.1769
84649 GOODS-N 189.167020 62.266145 0.8421 1.3976 0.0000 3DHST 2.8073 nan 2.0457 nan 33.1338 33.1338
85073 GOODS-N 189.165950 62.267053 0.9706 1.4019 0.0000 3DHST 2.6202 nan 6.2596 nan 0.0000 0.0000
85356 GOODS-N 189.162244 62.265993 0.8446 1.3991 0.0000 3DHST -0.0000 nan 0.0000 nan 3533035966977278985826860669203864145907909926680798287429305415200786893123369128914329809180078176867355072073318209213236620871117248216233231056210619542198101859141491774118166353565710068744192.0000 3533035966977278985826860669203864145907909926680798287429305415200786893123369128914329809180078176867355072073318209213236620871117248216233231056210619542198101859141491774118166353565710068744192.0000
85422 GOODS-N 189.282733 62.268248 0.9291 0.9163 0.0063 3DHST 1.2307 0.0941 1.3664 0.0527 140.0340 132.0974
85491 GOODS-N 189.224713 62.268616 0.8314 0.7839 0.0084 3DHST 1.0948 0.0956 1.1848 0.0569 474.7111 415.9500
85920 GOODS-N 189.250233 62.268303 0.9718 0.9830 0.0084 3DHST 1.1870 0.0912 1.3326 0.0512 325.9262 322.4681
86173 GOODS-N 189.153241 62.267988 0.8487 1.4011 0.0000 3DHST 31559515623845390700999769199382857965174635083483016331264.0000 nan 1682527752888860469255733248.0000 nan 596904551217616585208704582185471669119659940904566015576783010153247388954783300917958847009966833000384419679632019736174962563467413375611213598477874553274805460368046322948177894733112955340164952648858620846215525949170649749520384.0000 596904551217616585208704582185471669119659940904566015576783010153247388954783300917958847009966833000384419679632019736174962563467413375611213598477874553274805460368046322948177894733112955340164952648858620846215525949170649749520384.0000
86203 GOODS-N 189.157273 62.268766 0.8576 1.4058 0.0000 3DHST 1.5206 nan 19155732278649877522326748884151765298089407858493954381291126060005210508914539433479530245361681466335478570549248.0000 nan 0.0000 0.0000
86216 GOODS-N 189.122031 62.270486 0.8722 0.8597 0.0115 3DHST 1.2130 0.0712 1.3833 0.0451 184.8492 175.0471
86357 GOODS-N 189.161729 62.268264 0.8501 0.8551 0.0023 3DHST 1.5110 0.1324 1.7590 0.0833 92.7469 90.4923
86854 GOODS-N 189.282229 62.271106 0.9472 1.0112 0.0597 3DHST 1.1825 0.0869 1.3884 0.0500 208.6716 140.0742
86967 GOODS-N 189.250862 62.270905 0.8019 0.6682 0.0639 3DHST 1.6072 0.2228 1.4597 0.0910 399.2668 128.4677
86999 GOODS-N 189.303304 62.271670 0.8471 0.8916 0.0154 3DHST 1.1443 0.0758 1.1573 0.0412 499.4042 365.9584
87000 GOODS-N 189.137595 62.271215 0.9033 0.8300 0.0239 3DHST 0.9929 0.0846 1.4048 0.0587 225.4783 120.5885
87061 GOODS-N 189.121932 62.271995 0.8546 0.8423 0.0057 3DHST 1.4551 0.1288 1.6871 0.0658 184.4034 156.6947
87368 GOODS-N 189.163692 62.272982 0.8162 0.8367 0.0105 3DHST 1.0798 0.1227 1.4727 0.0763 145.5442 127.2422
87433 GOODS-N 189.187144 62.271319 0.7734 0.7501 0.0114 3DHST 1.1473 0.1081 1.2539 0.0540 306.0183 296.1241
87585 GOODS-N 189.179891 62.273634 0.8398 0.7804 0.0341 3DHST 1.2024 0.0871 1.6031 0.0605 469.2780 345.8494
87823 GOODS-N 189.189733 62.270464 0.9805 1.3873 0.0000 3DHST 4.1186 nan 3.6982 nan nan nan
